No,DateTime,cargo,Charging,Discharging,PackVolt,Current,Protect,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Temp01,Temp02,Temp03,Temp04,FAN0,FAN1,BAL0,BAL1
441,2025.03.02 16:51:23,8,ON,ON,52.682,-3.234,0,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,19,19,19,19,OFF,OFF,0,0
442,2025.03.02 16:51:24,8,ON,ON,52.712,-2.869,0,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,19,19,19,19,OFF,OFF,0,0
443,2025.03.02 16:51:25,8,ON,ON,52.784,-2.488,0,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,3.778,19,19,19,19,OFF,OFF,0,0
444,2025.03.02 16:51:26,8,ON,ON,52.665,-2.554,0,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,3.768,19,19,19,19,OFF,OFF,0,0
445,2025.03.02 16:51:27,8,ON,ON,52.712,-2.028,0,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,3.783,19,19,19,19,OFF,OFF,0,0
446,2025.03.02 16:51:28,8,ON,ON,52.7,-3.018,0,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,3.771,19,19,19,19,OFF,OFF,0,0
447,2025.03.02 16:51:29,8,ON,ON,52.693,-3.634,0,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,3.772,19,19,19,19,OFF,OFF,0,0
448,2025.03.02 16:51:30,8,ON,ON,52.654,-2.583,0,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,3.766,19,19,19,19,OFF,OFF,0,0
449,2025.03.02 16:51:31,8,ON,ON,52.784,-2.488,0,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,19,19,19,19,OFF,OFF,0,0
450,2025.03.02 16:51:32,8,ON,ON,52.698,-2.983,0,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,3.773,19,19,19,19,OFF,OFF,0,0
